account_length,international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_net_minutes,total_net_calls,total_net_charge
165,0,0,0.0,9.3,5.0,2.51,1,0,608.0,263.0,57.91
89,0,0,0.0,7.5,1.0,2.03,1,1,653.5124999999999,319.0,76.6875
59,0,0,0.0,14.8,9.0,4.0,0,0,697.8,256.0,63.709999999999994
16,1,0,0.0,6.4,7.0,1.73,0,0,447.8,239.0,39.79
114,0,0,0.0,9.0,3.0,2.43,5,1,584.0,336.0,51.120000000000005
113,0,0,0.0,11.9,5.0,3.21,2,0,588.1,336.0,56.239999999999995
120,0,0,0.0,9.3,4.0,2.51,2,0,431.59999999999997,280.0,39.160000000000004
115,0,0,0.0,11.0,5.0,2.97,0,0,625.9,283.0,60.61
132,0,0,0.0,10.9,3.0,2.94,4,1,509.00000000000006,279.0,52.99000000000001
1,0,0,0.0,3.7,2.0,1.0,0,0,433.2,271.0,44.419999999999995
97,0,1,15.0,6.4,3.0,1.73,1,0,471.29999999999995,336.0,43.76
55,0,1,28.0,8.6,6.0,2.32,2,0,490.2,282.0,43.12
75,0,0,0.0,13.1,6.0,3.54,1,0,602.5,350.0,50.56999999999999
83,0,0,0.0,9.5,3.0,2.57,2,0,590.6,275.0,54.59
40,0,0,0.0,11.3,3.0,3.05,6,1,503.9,295.0,41.3
101,0,1,21.0,10.0,5.0,2.7,2,0,680.6,267.0,68.77
120,0,1,40.0,15.6,3.0,4.21,0,0,575.5,298.0,51.82
183,0,1,31.0,10.2,4.0,2.75,1,0,561.3,263.0,54.400000000000006
75,0,0,0.0,13.3,3.0,3.59,4,1,550.4,327.0,48.76
80,0,0,0.0,12.1,3.0,3.27,2,0,596.1,327.0,62.629999999999995
88,0,0,0.0,11.3,4.0,3.05,0,0,474.6,320.0,38.01
63,0,0,0.0,13.3,2.0,3.59,1,0,599.2,339.0,62.08
105,0,1,31.0,8.3,4.0,2.24,4,1,680.0999999999999,328.0,54.269999999999996
92,0,0,0.0,11.0,5.0,2.97,2,0,631.5,305.0,62.760000000000005
177,0,0,0.0,14.6,4.0,3.94,1,0,543.1999999999999,320.0,53.150000000000006
118,0,0,0.0,7.0,6.0,1.89,0,0,566.1,367.0,58.510000000000005
111,0,1,13.0,12.1,4.0,3.27,1,0,532.1,296.0,52.55
82,0,1,34.0,4.7,3.0,1.27,3,0,672.5,313.0,65.46000000000001
74,0,0,0.0,11.0,5.0,2.97,0,0,440.1,303.0,38.61
121,0,1,31.0,9.7,4.0,2.62,5,0,669.5000000000001,331.0,74.19
131,0,0,0.0,11.6,5.0,3.13,1,0,549.2,304.0,57.379999999999995
125,0,0,0.0,11.6,6.0,3.13,2,0,536.1,334.0,51.53
19,0,0,0.0,12.9,4.0,3.48,1,0,551.3,331.0,55.169999999999995
138,0,0,0.0,13.8,3.0,3.73,3,0,484.4,302.0,56.82
119,0,0,0.0,7.6,6.0,2.05,3,0,653.9,329.0,67.22999999999999
137,0,0,0.0,11.9,6.0,3.21,1,0,596.1,309.0,49.77
135,0,0,0.0,13.7,6.0,3.7,1,0,461.41249999999997,285.0,51.316250000000004
134,0,1,38.0,10.0,8.0,2.7,1,0,591.1,229.0,61.87
45,0,0,0.0,9.7,4.0,2.62,1,0,572.5999999999999,329.0,47.66
129,0,0,0.0,7.1,6.0,1.92,1,0,508.1,368.0,45.5
142,0,0,0.0,10.4,6.0,2.81,4,0,617.4,302.0,64.12
130,0,1,40.0,12.2,2.0,3.29,1,0,612.3,282.0,58.06999999999999
105,0,0,0.0,14.7,7.0,3.97,4,0,609.3,261.0,60.879999999999995
119,0,0,0.0,9.8,5.0,2.65,2,0,502.3,278.0,42.370000000000005
78,0,0,0.0,11.5,5.0,3.11,0,0,588.0999999999999,325.0,61.16
92,0,0,0.0,10.9,4.0,2.94,2,0,516.9,306.0,52.51
146,0,1,11.0,10.1,4.0,2.73,2,0,585.9,261.0,55.9
125,0,1,32.0,9.4,2.0,2.54,1,0,416.70000000000005,300.0,36.65
88,0,0,0.0,8.3,5.0,2.24,3,0,547.8,261.0,54.41
83,0,1,38.0,10.5,2.0,2.84,0,0,501.9,263.0,41.68
3,1,0,0.0,7.7,6.0,2.08,1,0,586.7,281.0,56.33
48,0,0,0.0,8.3,2.0,2.24,3,0,509.0,364.0,48.03
189,0,0,0.0,5.6,4.0,1.51,3,0,598.4,327.0,62.19
129,0,0,0.0,10.2,6.0,2.75,1,1,508.8,325.0,49.150000000000006
66,0,1,40.0,8.5,7.0,2.3,0,0,651.3,244.0,57.76
80,0,1,22.0,9.3,1.0,2.51,0,0,522.9000000000001,299.0,54.1
84,0,0,0.0,9.9,3.0,2.67,1,0,553.0,275.0,50.099999999999994
96,0,0,0.0,9.1,7.0,2.46,1,0,666.0999999999999,307.0,63.209999999999994
123,0,1,34.0,13.2,7.0,3.56,1,0,741.7,270.0,77.78
105,1,0,0.0,10.3,7.0,2.78,3,0,694.5,294.0,61.75
80,0,0,0.0,11.3,4.0,3.05,1,0,568.0,342.0,58.53
157,0,0,0.0,10.2,6.0,2.75,2,0,642.2,237.0,65.05
67,0,1,30.0,12.9,3.0,3.48,2,0,637.2,306.0,63.41
141,0,1,39.0,12.3,2.0,3.32,0,0,683.3,340.0,56.42
79,0,1,17.0,12.0,4.0,3.24,1,0,759.8,258.0,74.32
76,0,0,0.0,5.4,3.0,1.46,0,0,475.29999999999995,277.0,48.28
94,0,0,0.0,6.7,2.0,1.81,0,0,544.3000000000001,346.0,54.45
143,0,0,0.0,10.5,6.0,2.84,4,1,532.3,280.0,53.379999999999995
138,0,0,0.0,9.8,10.0,2.65,2,0,569.1,323.0,47.239999999999995
73,0,0,0.0,8.5,6.0,2.3,0,0,545.9000000000001,206.0,55.650000000000006
21,0,0,0.0,11.3,3.0,3.05,5,1,539.5,243.0,42.33
148,0,1,21.0,8.1,4.0,2.19,1,0,552.9,340.0,63.72
143,0,1,22.0,7.8,3.0,2.11,1,0,487.20000000000005,345.0,46.339999999999996
79,0,1,32.0,4.2,4.0,1.13,2,0,398.8,270.0,32.33
89,0,0,0.0,10.2,5.0,2.75,1,0,488.4,323.0,45.08
120,0,0,0.0,13.8,3.0,3.73,1,0,633.8,296.0,69.08
121,0,1,40.0,9.6,3.0,2.59,1,0,604.3,295.0,63.8
101,0,0,0.0,13.4,4.0,3.62,0,0,575.2,266.0,51.769999999999996
168,0,0,0.0,9.9,5.0,2.67,2,0,655.2,304.0,59.550000000000004
138,0,0,0.0,13.2,4.0,3.56,1,0,617.0,346.0,65.01
43,0,0,0.0,12.6,3.0,3.4,0,0,528.8,319.0,47.3
117,0,1,20.0,8.7,3.0,2.35,2,0,501.19999999999993,352.0,53.71
108,0,0,0.0,10.9,3.0,2.94,2,0,387.4,317.0,32.400000000000006
118,0,0,0.0,10.0,1.0,2.7,2,0,693.7,335.0,64.22
169,0,0,0.0,7.2,6.0,1.94,3,0,451.20000000000005,341.0,45.17
62,0,1,40.0,10.2,3.0,2.75,0,0,552.9,259.0,49.41
86,0,0,0.0,3.25,0.0,0.8899999999999992,2,0,456.29999999999995,345.0,37.82
44,0,0,0.0,10.7,5.0,2.89,0,0,574.4,295.0,59.629999999999995
111,0,0,0.0,12.0,2.0,3.24,5,1,521.9,260.0,47.43
127,0,1,19.0,12.2,3.0,3.29,2,0,555.5,279.0,47.65
151,1,0,0.0,12.4,4.0,3.35,0,0,690.0999999999999,302.0,64.28
53,0,0,0.0,7.9,5.0,2.13,2,0,587.5,293.0,53.92
15,0,0,0.0,8.4,5.0,2.27,2,0,512.5,263.0,46.059999999999995
123,0,1,28.0,7.8,8.0,2.11,1,0,591.5,311.0,52.220000000000006
137,0,0,0.0,12.1,4.0,3.27,1,0,548.2,323.0,57.47
106,0,0,0.0,8.4,9.0,2.27,2,0,545.5,342.0,48.58
88,0,0,0.0,7.8,10.0,2.11,3,0,515.4000000000001,280.0,47.480000000000004
106,0,0,0.0,11.8,4.0,3.19,1,0,692.0999999999999,299.0,69.36
95,0,0,0.0,9.7,2.0,2.62,0,0,652.3,269.0,62.339999999999996
57,1,0,0.0,6.4,1.0,1.73,0,1,482.3,236.0,40.980000000000004
184,0,0,0.0,13.1,8.0,3.54,2,0,559.3,281.0,51.27
127,0,0,0.0,9.2,5.0,2.48,2,0,573.1,354.0,59.11
174,0,0,0.0,7.2,9.0,1.94,2,0,663.6,265.0,63.76
92,0,0,0.0,12.3,6.0,3.32,2,1,686.2,253.0,64.45
81,0,0,0.0,17.25,2.0,4.65,1,0,492.5,314.0,45.56
125,0,0,0.0,9.2,5.0,2.48,2,1,438.79999999999995,276.0,40.64
119,0,0,0.0,9.0,1.0,2.43,0,1,721.7,217.0,78.55
122,0,0,0.0,6.4,8.0,1.73,3,0,590.4,212.0,60.23
34,0,0,0.0,14.0,7.0,3.78,1,0,539.6,276.0,48.730000000000004
138,1,1,28.0,10.7,2.0,2.89,3,1,701.7,333.0,70.47
90,0,1,24.0,12.9,1.0,3.48,1,0,439.70000000000005,296.0,35.95
73,0,0,0.0,14.2,2.0,3.83,2,0,523.2,290.0,45.53
19,0,0,0.0,9.5,3.0,2.57,1,1,704.3999999999999,355.0,74.91000000000001
120,0,1,28.0,6.9,3.0,1.86,1,0,693.1,277.0,69.57
160,0,0,0.0,13.2,4.0,3.56,3,0,620.9000000000001,244.0,50.86
141,0,0,0.0,8.2,5.0,2.21,0,0,555.2,358.0,50.1
90,0,0,0.0,12.2,5.0,3.29,2,0,601.9,251.0,56.18000000000001
72,0,0,0.0,12.7,4.0,3.43,2,0,604.3,306.0,53.63000000000001
117,0,1,21.0,11.9,7.0,3.21,1,0,551.5,307.0,54.5
87,0,0,0.0,6.6,4.0,1.78,1,0,578.1,298.0,56.94
190,0,0,0.0,9.3,4.0,2.51,2,0,627.5,319.0,59.51
120,0,0,0.0,16.9,6.0,4.56,0,0,677.1999999999999,360.0,63.089999999999996
115,0,1,29.0,11.5,2.0,3.11,1,0,614.0999999999999,277.0,63.07000000000001
61,0,0,0.0,9.0,6.0,2.43,1,0,672.3,289.0,65.49
143,0,1,33.0,7.7,6.0,2.08,1,0,537.8,355.0,49.33
110,0,0,0.0,8.0,10.5,2.16,1,0,481.6,292.0,51.47
104,0,0,0.0,12.1,4.0,3.27,1,0,552.0,299.0,46.769999999999996
16,0,0,0.0,10.7,8.0,2.89,1,0,531.0999999999999,249.0,52.230000000000004
183,0,0,0.0,13.5,2.0,3.65,0,0,468.5,312.0,41.97
58,0,0,0.0,9.3,2.0,2.51,2,1,656.3,313.0,72.57
102,1,0,0.0,12.0,8.0,3.24,3,0,615.3,237.0,65.44
64,0,1,40.0,8.5,6.0,2.3,1,0,420.6,299.0,39.489999999999995
103,0,0,0.0,7.8,3.0,2.11,2,0,647.6,211.0,62.06000000000001
152,0,0,0.0,10.4,7.0,2.81,1,1,594.1,223.0,72.58
124,0,0,0.0,12.8,4.0,3.46,1,1,660.6,315.0,75.93
131,0,0,0.0,15.5,3.0,4.19,1,1,562.0999999999999,333.0,48.91
57,0,1,33.0,11.1,10.5,3.0,2,0,651.2,274.0,62.75000000000001
157,0,0,0.0,8.5,5.0,2.3,2,0,594.2,262.0,58.4
194,0,0,0.0,11.8,4.0,3.19,0,0,587.5,378.0,57.36
66,0,0,0.0,7.8,2.0,2.11,1,0,573.0,312.0,51.940000000000005
155,0,0,0.0,8.6,4.0,2.32,0,0,558.9,312.0,46.22
116,0,0,0.0,7.5,4.0,2.03,2,0,618.5,300.0,59.099999999999994
64,0,0,0.0,11.4,5.0,3.08,3,0,607.7,309.0,62.900000000000006
96,0,0,0.0,9.8,1.0,2.65,3,0,580.9,327.0,53.63
53,0,0,0.0,11.4,2.0,3.08,1,0,564.8,286.0,54.169999999999995
105,0,0,0.0,8.9,7.0,2.4,3,0,632.2,355.0,64.00999999999999
53,0,1,37.0,12.0,9.0,3.24,2,0,598.7,310.0,55.64
101,0,0,0.0,13.9,4.0,3.75,1,0,557.0,283.0,53.05
129,0,1,30.0,9.3,7.0,2.51,3,0,629.3,305.0,58.95
122,0,0,0.0,8.8,5.0,2.38,1,1,739.3,377.0,72.87
163,0,0,0.0,12.8,3.0,3.46,5,0,585.3,262.5,58.84
93,0,0,0.0,14.3,9.0,3.86,0,0,531.5,312.0,50.63999999999999
115,1,0,0.0,11.8,8.0,3.19,1,1,746.4124999999999,294.0,82.4075
25,0,0,0.0,8.4,4.0,2.27,1,1,712.1999999999999,226.0,76.4
73,0,0,0.0,5.8,5.0,1.57,1,0,484.5,334.0,42.59
120,0,0,0.0,14.0,2.0,3.78,2,0,679.0999999999999,277.0,63.52
196,0,0,0.0,10.3,8.0,2.78,1,0,561.2,296.0,50.15
97,0,0,0.0,8.8,4.0,2.38,0,1,738.4000000000001,320.0,72.55
148,0,0,0.0,11.2,4.0,3.02,1,0,693.5,324.0,64.23
85,0,1,30.0,11.5,5.0,3.11,1,0,579.0,312.0,57.58
86,1,0,0.0,11.4,2.0,3.08,2,1,458.29999999999995,351.0,47.61
147,0,1,38.0,14.1,8.0,3.81,2,0,800.1,326.0,77.38000000000001
91,0,0,0.0,9.9,3.0,2.67,3,0,518.3000000000001,296.0,56.559999999999995
81,0,1,40.0,6.7,2.0,1.81,4,0,661.7,325.0,61.65
116,0,1,24.0,10.7,6.0,2.89,1,0,720.9124999999999,266.0,67.63625
69,0,1,37.0,5.9,4.0,1.59,1,0,441.09999999999997,320.0,44.92
135,0,0,0.0,11.8,3.0,3.19,0,0,516.9000000000001,279.0,50.71
73,0,0,0.0,8.4,8.0,2.27,2,0,683.8,283.0,67.93
125,1,0,0.0,12.2,2.0,3.29,0,1,676.1999999999999,304.0,78.55
165,0,1,33.0,16.0,3.0,4.32,0,0,592.5,366.0,49.13999999999999
64,0,0,0.0,10.7,2.0,2.89,2,0,533.7,290.0,53.050000000000004
116,1,1,27.0,6.9,5.0,1.86,1,0,680.9000000000001,318.0,61.00999999999999
84,0,1,35.0,7.5,10.5,2.03,4,0,573.0,361.0,59.77
134,0,0,0.0,10.9,7.0,2.94,2,0,581.9,305.0,63.72
105,0,0,0.0,11.6,2.0,3.13,0,1,613.0,290.0,63.24
88,0,0,0.0,12.0,5.0,3.24,2,0,581.1,332.0,52.11
90,0,1,27.0,12.6,6.0,3.4,2,0,516.4,280.0,52.28
86,0,0,0.0,12.5,1.0,3.38,1,0,693.9,277.0,61.91
37,0,0,0.0,6.8,3.0,1.84,4,0,543.5,334.0,60.260000000000005
148,0,0,0.0,9.8,3.0,2.65,2,0,641.2,334.0,58.54
63,0,0,0.0,10.6,3.0,2.86,0,0,643.0,297.0,60.7
102,0,0,0.0,12.6,7.0,3.4,2,0,549.7,283.0,47.41
76,0,0,0.0,10.0,4.0,2.7,1,0,593.9,288.0,57.739999999999995
104,0,0,0.0,6.0,6.0,1.62,2,0,555.5,244.0,54.77
109,0,0,0.0,5.9,9.0,1.59,3,0,650.9,271.0,60.15
105,0,0,0.0,11.4,9.0,3.08,2,0,628.5,315.0,54.419999999999995
63,0,1,33.0,12.2,4.0,3.29,1,0,760.8,255.0,69.75999999999999
105,0,1,24.0,10.8,3.0,2.92,3,0,767.8,326.0,76.63000000000001
68,1,1,39.0,11.3,5.0,3.05,1,0,685.6,301.0,58.269999999999996
63,1,1,21.0,10.0,4.0,2.7,1,0,509.70000000000005,302.0,47.79
74,0,0,0.0,10.6,7.0,2.86,3,0,418.1,320.0,39.74
101,0,0,0.0,11.5,6.0,3.11,5,0,572.4000000000001,359.0,62.300000000000004
116,0,0,0.0,13.4,4.0,3.62,0,1,777.1999999999999,309.0,81.2
131,0,1,23.0,12.7,1.0,3.43,1,0,702.0,338.0,62.41
84,0,0,0.0,9.8,3.0,2.65,1,0,631.4000000000001,325.0,63.33
104,0,0,0.0,4.9,4.0,1.32,2,0,518.4000000000001,256.0,49.28
108,0,0,0.0,9.2,5.0,2.48,3,0,703.0,275.0,67.52
111,0,0,0.0,9.7,9.0,2.62,0,0,606.0999999999999,331.0,56.33
155,0,1,30.0,12.4,5.0,3.35,1,0,542.6,309.0,42.32
66,0,0,0.0,6.8,3.0,1.84,1,0,666.0999999999999,280.0,63.81
64,0,0,0.0,10.0,5.0,2.7,1,0,547.6,257.0,58.71999999999999
116,0,0,0.0,8.9,5.0,2.4,3,0,644.7,249.0,69.35
101,0,0,0.0,13.5,7.0,3.65,0,0,551.0,308.0,64.35000000000001
15,0,0,0.0,16.1,5.0,4.35,2,0,572.2,261.5,49.53
88,0,0,0.0,13.4,2.0,3.62,4,1,692.1,326.0,79.14
197,0,0,0.0,9.5,3.0,2.57,0,0,635.7,316.0,66.6
50,1,0,0.0,13.7,6.0,3.7,2,1,569.5,272.0,50.42
172,0,0,0.0,12.7,7.0,3.43,2,0,688.8125,289.0,59.54625
188,1,1,26.0,14.4,3.0,3.89,1,1,563.9,300.0,56.88999999999999
85,1,0,0.0,10.1,3.0,2.73,3,0,550.0999999999999,322.0,48.459999999999994
103,1,0,0.0,12.1,2.0,3.27,1,1,705.7,350.0,69.38000000000001
136,0,1,27.0,10.0,4.0,2.7,3,0,554.4,341.0,57.260000000000005
155,0,1,21.0,8.6,4.0,2.32,0,0,498.0,286.0,55.449999999999996
145,0,0,0.0,3.25,2.0,0.8899999999999992,2,0,519.5,304.0,46.97
116,0,1,12.0,9.0,6.0,2.43,2,0,551.0,306.0,58.47
152,0,0,0.0,9.5,5.0,2.57,2,0,554.3,277.0,49.99
65,1,0,0.0,9.2,10.0,2.48,0,1,690.5999999999999,306.0,72.04
67,0,0,0.0,12.8,6.0,3.46,0,0,514.9,382.0,45.510000000000005
60,0,0,0.0,5.7,9.0,1.54,0,0,622.9000000000001,336.0,58.949999999999996
138,0,0,0.0,12.1,8.0,3.27,0,0,672.0,253.0,66.25
44,0,0,0.0,7.3,3.0,1.97,4,1,658.1,299.0,74.22
25,0,0,0.0,14.4,6.0,3.89,2,0,671.3,268.0,68.9
145,0,0,0.0,3.3,3.0,0.89,1,0,618.5,294.0,62.06
122,0,1,28.0,7.7,3.0,2.08,2,0,570.0,234.0,55.74999999999999
121,0,0,0.0,13.3,9.0,3.59,0,1,554.2,289.0,51.07
55,1,0,0.0,12.9,3.0,3.48,0,0,326.0,269.0,32.879999999999995
77,0,0,0.0,13.2,4.0,3.56,1,0,598.0,281.0,61.28
12,0,0,0.0,9.8,7.0,2.65,2,0,599.2,283.0,61.03
92,0,1,40.0,10.0,1.0,2.7,2,0,589.3,289.0,56.52
125,1,1,29.0,17.0,6.0,4.59,1,1,696.2,310.0,70.48
79,0,0,0.0,15.2,8.0,4.1,0,0,568.9000000000001,309.0,54.53
36,0,0,0.0,7.0,7.0,1.89,3,0,691.5999999999999,311.0,68.39
102,0,0,0.0,9.7,4.0,2.62,2,0,611.4,346.0,57.81
138,1,0,0.0,11.6,4.0,3.13,1,0,636.3,292.0,69.16
164,0,0,0.0,7.3,3.0,1.97,3,0,574.5,289.0,59.86
125,0,0,0.0,10.1,3.0,2.73,0,1,697.1999999999999,241.0,72.24
72,0,0,0.0,9.8,7.0,2.65,2,0,497.90000000000003,304.0,50.88
145,0,0,0.0,12.4,4.0,3.35,1,0,676.7,277.0,63.41
136,0,0,0.0,11.6,5.0,3.13,0,0,451.9,309.0,42.32
209,0,0,0.0,8.5,5.0,2.3,3,1,703.7,303.0,72.78
66,1,0,0.0,8.3,3.0,2.24,3,0,646.7,279.0,62.11999999999999
152,0,1,20.0,7.9,5.0,2.13,1,0,481.9,335.0,52.37
162,0,0,0.0,12.1,10.5,3.27,1,0,396.1,354.0,29.73
72,0,0,0.0,11.2,3.0,3.02,2,0,503.70000000000005,326.0,45.730000000000004
101,0,0,0.0,9.7,7.0,2.62,4,0,645.4000000000001,288.0,70.2
125,0,0,0.0,13.2,3.0,3.56,0,0,540.0,315.0,57.98
193,0,1,31.0,11.7,3.0,3.16,0,0,351.4,271.0,29.7
63,0,0,0.0,14.7,4.0,3.97,0,1,708.9,298.0,74.43
124,0,0,0.0,10.0,3.0,2.7,1,0,635.1,358.0,62.95
144,0,0,0.0,11.6,2.0,3.13,0,0,617.4,296.0,54.669999999999995
116,0,1,24.0,6.0,3.0,1.62,2,0,554.3,317.0,56.04
189,0,1,30.0,15.4,6.0,4.16,1,0,520.8,274.0,50.65
97,0,1,28.0,6.1,8.0,1.65,1,0,781.3,269.0,77.97
137,0,1,40.0,12.1,4.0,3.27,2,0,580.1,300.0,56.540000000000006
142,0,1,38.0,4.3,6.0,1.16,0,0,548.4,345.0,50.53
84,0,0,0.0,13.8,2.0,3.73,1,0,600.0,334.0,59.74999999999999
119,0,1,19.0,10.0,6.0,2.7,1,0,617.2,333.0,58.550000000000004
158,0,0,0.0,10.3,3.0,2.78,1,0,587.2,280.0,54.47
101,0,1,24.0,13.0,9.0,3.51,2,0,451.90000000000003,271.0,41.059999999999995
182,0,0,0.0,9.5,10.5,2.57,2,1,677.1,336.0,72.58000000000001
51,0,0,0.0,12.0,3.0,3.24,0,0,505.8,267.0,49.51
117,0,0,0.0,9.9,1.0,2.67,2,0,501.09999999999997,345.0,54.870000000000005
92,1,0,0.0,11.7,3.0,3.16,0,0,579.7,337.0,63.77
86,0,0,0.0,6.2,3.0,1.67,2,0,599.7,315.5,56.910000000000004
122,0,0,0.0,8.7,4.0,2.35,2,0,555.1,318.0,48.85
127,0,0,0.0,13.9,6.0,3.75,0,1,705.5,311.0,71.08
158,0,0,0.0,3.25,0.0,0.8899999999999992,2,0,664.3,287.0,61.709999999999994
145,1,1,30.0,11.1,3.0,3.0,1,0,562.2,308.0,53.339999999999996
127,0,1,27.0,9.2,5.0,2.48,3,0,530.7125000000001,368.5,38.2975
109,0,0,0.0,9.9,2.0,2.67,1,0,638.8,364.0,60.22
88,0,0,0.0,7.5,3.0,2.03,1,0,476.4,277.0,50.24
171,0,0,0.0,10.3,1.0,2.78,0,0,620.6,291.0,58.6
21,0,0,0.0,12.4,2.0,3.35,1,0,654.4,367.0,66.0
145,0,1,31.0,10.7,1.0,2.89,2,0,675.8,326.0,66.41
90,0,0,0.0,8.0,7.0,2.16,2,0,708.4000000000001,304.0,67.36
33,0,0,0.0,7.1,7.0,1.92,1,0,457.29999999999995,319.0,48.34
61,0,1,40.0,10.2,2.0,2.75,2,1,459.70000000000005,293.0,41.03
107,0,0,0.0,13.4,1.0,3.62,3,0,521.9,320.0,55.55000000000001
147,0,0,0.0,6.2,1.0,1.67,0,1,789.4000000000001,257.0,79.04
186,0,0,0.0,8.7,6.0,2.35,1,0,471.9,300.0,45.97
128,0,0,0.0,7.9,4.0,2.13,0,0,640.8,274.0,62.07000000000001
55,0,1,39.0,8.1,1.0,2.19,3,0,564.1,322.0,49.93000000000001
134,0,0,0.0,12.9,2.0,3.48,2,0,391.9125000000001,266.0,28.7475
96,0,1,23.0,11.3,7.0,3.05,1,0,666.4124999999999,285.0,58.77625
123,0,0,0.0,12.5,1.0,3.38,2,0,359.7125,294.0,39.82625
35,0,0,0.0,5.8,7.0,1.57,2,0,747.9,243.0,67.38
74,0,0,0.0,12.0,3.0,3.24,0,0,655.0,373.0,61.27
130,0,0,0.0,12.6,9.0,3.4,1,0,425.2,357.0,40.29
137,1,0,0.0,14.2,4.0,3.83,0,1,677.4,268.0,67.21
80,0,0,0.0,9.5,4.0,2.57,3,0,384.9,268.0,30.32
116,0,1,19.0,8.2,2.0,2.21,3,0,533.8,338.0,50.9
123,0,1,23.0,14.9,3.0,4.02,2,0,749.7,301.0,74.97
146,1,0,0.0,10.5,6.0,2.84,1,0,640.2,303.0,55.24
121,0,1,40.0,12.0,2.0,3.24,1,0,512.9000000000001,303.0,43.589999999999996
137,0,0,0.0,9.1,2.0,2.46,1,0,541.7,252.0,49.14
67,0,1,31.0,13.2,6.0,3.56,1,0,594.2,240.0,56.6
161,0,0,0.0,5.9,2.0,1.59,4,1,505.4,299.0,49.19
134,0,1,34.0,6.1,5.0,1.65,2,1,659.0,314.0,69.57000000000001
120,0,1,24.0,9.0,10.5,2.43,1,0,628.8,280.0,66.14
130,0,1,30.0,7.4,7.0,2.0,0,0,592.3,361.0,59.76
68,0,0,0.0,10.3,3.0,2.78,1,0,568.7,325.0,53.91
77,0,0,0.0,11.3,4.0,3.05,3,0,680.2,274.0,62.32000000000001
109,0,0,0.0,9.0,3.0,2.43,2,0,656.5,243.0,64.14
108,0,0,0.0,11.6,3.0,3.13,3,0,609.1999999999999,300.0,59.379999999999995
79,0,1,17.0,9.1,2.0,2.46,1,0,623.5,321.0,58.79
119,0,0,0.0,10.9,3.0,2.94,3,1,713.5,259.0,71.74
38,0,0,0.0,9.2,3.0,2.48,5,1,525.4,315.0,54.080000000000005
109,0,1,29.0,9.0,6.0,2.43,6,1,599.4,316.0,51.41
78,0,0,0.0,10.8,6.0,2.92,1,0,503.8,279.0,42.230000000000004
134,0,0,0.0,7.2,2.0,1.94,0,0,691.0,343.0,71.49
47,0,1,27.0,7.7,4.0,2.08,2,0,576.7,302.0,51.67
59,0,1,27.0,9.1,3.0,2.46,0,0,394.9,282.0,37.83
151,0,0,0.0,5.5,3.0,1.49,0,0,712.1,291.0,68.11
129,0,0,0.0,11.1,4.0,3.0,1,0,487.4,371.0,39.02
76,0,0,0.0,9.3,2.0,2.51,1,0,497.1,293.0,42.14999999999999
24,0,0,0.0,16.2,2.0,4.37,0,0,536.9,397.0,58.239999999999995
169,0,0,0.0,10.0,4.0,2.7,2,0,505.09999999999997,259.0,49.800000000000004
30,0,0,0.0,10.2,8.0,2.75,1,0,480.5,265.0,35.54
70,0,0,0.0,9.4,3.0,2.54,3,0,562.7,305.0,57.42
52,1,0,0.0,11.0,2.0,2.97,0,1,640.0,251.0,68.09
3,0,0,0.0,6.1,3.0,1.65,4,0,675.9,294.0,57.82
38,0,0,0.0,14.4,2.0,3.89,2,0,529.4,317.0,46.83
104,0,0,0.0,10.6,8.0,2.86,3,0,573.9,274.0,64.12
27,0,0,0.0,9.1,4.0,2.46,1,0,510.8,326.0,41.47
166,1,1,28.0,11.4,5.0,3.08,1,0,557.9,274.0,57.230000000000004
13,0,0,0.0,13.6,8.0,3.67,2,0,690.9000000000001,291.0,67.09
52,0,0,0.0,11.8,4.0,3.19,2,0,503.6,296.0,55.88
114,0,1,25.0,11.6,5.0,3.13,1,0,596.1,297.0,54.55
156,0,0,0.0,3.5,3.0,0.95,1,0,519.3,304.0,48.31
62,0,0,0.0,10.8,5.0,2.92,2,0,473.9,323.0,49.17
82,0,1,33.0,11.0,6.0,2.97,2,0,641.4000000000001,293.0,55.510000000000005
52,0,0,0.0,12.3,4.0,3.32,3,0,530.3,270.0,45.73
146,0,0,0.0,10.7,6.0,2.89,1,0,547.6,249.0,47.64
120,0,1,23.0,7.2,5.0,1.94,2,0,727.1,315.0,70.64
130,0,0,0.0,17.25,6.0,4.65,1,1,645.5,315.0,69.47
90,0,0,0.0,11.4,9.0,3.08,1,0,398.79999999999995,265.0,33.379999999999995
147,1,0,0.0,10.1,4.0,2.73,1,0,459.5,310.0,50.25
159,0,0,0.0,10.3,3.0,2.78,0,1,451.30000000000007,253.0,46.98
74,0,1,27.0,13.2,2.0,3.56,4,0,626.0999999999999,358.0,55.25
130,0,0,0.0,5.7,5.0,1.54,0,0,631.4,270.0,66.72
155,1,0,0.0,11.2,3.0,3.02,0,0,551.1999999999999,313.0,56.86
87,0,0,0.0,16.6,4.0,4.48,2,0,518.8,265.0,55.62
81,0,0,0.0,13.1,5.0,3.54,0,1,748.7,208.0,83.73
99,0,0,0.0,14.3,9.0,3.86,2,0,487.3,338.0,46.58
131,0,0,0.0,10.2,10.5,2.75,2,0,591.0,336.0,58.1
89,0,0,0.0,10.3,4.0,2.78,5,1,558.1999999999999,239.0,49.83
